"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0::1440","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"response_to_que1_trial1","Integer","","Recommended","response to naming question on trial1  : which is Sally? Which is Anne?","0;1","EXAMINER: This Sally and this is Anne. SCORING: 0 = Incorrect; 1 = Correct",""
"response_to_que2_trial1","Integer","","Recommended","response to Belief Question on trial1 : where will sally look for her marble?","0;1","EXAMINER: Sally first placed a marble into her basket. Then she left and the marble was moved, by Anne, into her hidden box. Then Sally returned. SCORING: 0 = Incorrect; 1 = Correct",""
"response_to_que3_trial1","Integer","","Recommended","response to Reality Question in trial1: where is the marble really?","0;1","SCORING: 0 = Incorrect; 1 = Correct",""
"response_to_que4_trial1","Integer","","Recommended","response to Memory question in trial1: where was the marble in the beginning?","0;1","SCORING: 0 = Incorrect; 1 = Correct",""
"totalscore_trial1","Integer","","Required","Total Score of Trial1","0::4; 999","999=NK/NA/missing",""
"response_to_que1_trial2","Integer","","Recommended","response to Naming Question in trial2 : which his sally? Which is anne?","0;1","EXAMINER: This Sally and this is Anne. SCORING: 0 = Incorrect; 1 = Correct",""
"response_to_que2_trial2","Integer","","Recommended","response to Belief Question in trial2: where will sally look for her marble?","0;1","EXAMINER: Sally placed a marble into her basket. Then Sally left and Anne gave the marble to me. Then Sally returned. SCORING: 0 = Incorrect; 1 = Correct",""
"response_to_que3_trial2","Integer","","Recommended","response to Reality Question in trial2: where is the marble really?","0;1","SCORING: 0 = Incorrect; 1 = Correct",""
"response_to_que4_trial2","Integer","","Recommended","response to Memory Question in trial2: where was the marble in the beginning?","0;1","SCORING: 0 = Incorrect; 1 = Correct",""
"totalscore_trial2","Integer","","Required","Total Score of Trail2","0::4; 999","999=NA/NK/missing",""
